groq: 1 models x 3 tiers x 3 contracts, 10 cases x 3 repeats -> up to 9 cells
  2/9 openai/gpt-oss-120b / json_schema / TicketAnalysis: first 100%, final 
100%, accurate 93%
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 2/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 8.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 2/4)
WARNING groq rate limited, waiting 5.0s (attempt 3/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 2/4)
WARNING groq rate limited, waiting 5.0s (attempt 3/4)
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per minute (TPM): Limit 8000, Used 7421, Requested 1140. Please try again in 4.2075s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 8.0s (attempt 2/4)
WARNING groq rate limited, waiting 8.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 1.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
  3/9 openai/gpt-oss-120b / json_schema / TicketTriage: first 100%, final 100%,
accurate 79%
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 1.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 1.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
  4/9 openai/gpt-oss-120b / json_object / TicketSummary: first 100%, final 
100%, accurate 83%
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 1.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 3.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 2.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 4.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
  5/9 openai/gpt-oss-120b / json_object / TicketAnalysis: first 100%, final 
100%, accurate 73%
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 9.0s (attempt 1/4)
WARNING groq rate limited, waiting 8.0s (attempt 1/4)
WARNING groq rate limited, waiting 8.0s (attempt 1/4)
WARNING groq rate limited, waiting 5.0s (attempt 1/4)
WARNING groq rate limited, waiting 7.0s (attempt 1/4)
WARNING groq rate limited, waiting 8.0s (attempt 1/4)
WARNING groq rate limited, waiting 10.0s (attempt 1/4)
WARNING groq rate limited, waiting 6.0s (attempt 1/4)
WARNING groq rate limited, waiting 1.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198710, Requested 2789. Please try again in 10m47.568s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198287, Requested 2792. Please try again in 7m46.128s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 197864, Requested 2802. Please try again in 4m47.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 197440, Requested 2804. Please try again in 1m45.408s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 44.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199579, Requested 1401. Please try again in 7m3.36s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199152, Requested 2781. Please try again in 13m55.056s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198728, Requested 2805. Please try again in 11m2.256s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
  6/9 openai/gpt-oss-120b / json_object / TicketTriage: first 100%, final 100%,
accurate 85%
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
  7/9 openai/gpt-oss-120b / prompt_only / TicketSummary: first 0%, final 0%, 
accurate 0%
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 3/4)
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01kyfq7wnbfagseh2dp6f40gvx` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198160, Requested 2517. Please try again in 4m52.464s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING groq rate limited, waiting 60.0s (attempt 2/4)
WARNING groq rate limited, waiting 60.0s (attempt 1/4)
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
  8/9 openai/gpt-oss-120b / prompt_only / TicketAnalysis: first 100%, final 
100%, accurate 100%
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for billing_duplicate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for export_broken: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for cancel_account: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for dark_mode: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for total_outage: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vat_rate: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for api_500s: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for add_seat: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for vague: RuntimeError: groq failed after 4 attempts: Connection error.
WARNING no output for angry_refund: RuntimeError: groq failed after 4 attempts: Connection error.
  9/9 openai/gpt-oss-120b / prompt_only / TicketTriage: first 0%, final 0%, 
accurate 0%

                               Benchmark matrix                                
┌───────┬───────┬───────┬───────┬───────┬───────┬──────┬───────┬──────┬───────┐
│       │       │       │ first │ after │  free │      │       │      │    no │
│ model │ tier  │ sche… │ atte… │ repa… │ repa… │ acc… │ grou… │ tok… │ outp… │
├───────┼───────┼───────┼───────┼───────┼───────┼──────┼───────┼──────┼───────┤
│ gpt-… │ json… │ simp… │ 100.… │ 100.… │     0 │ 83.… │ 100.… │  487 │       │
│       │       │       │ (100… │ (100… │       │ (70… │ (100… │      │       │
│       │       │       │ n=30) │ n=30) │       │ n=3… │ n=30) │      │       │
│ gpt-… │ json… │ nest… │ 100.… │ 100.… │     0 │ 93.… │ 100.… │  793 │       │
│       │       │       │ (100… │ (100… │       │ (84… │ (100… │      │       │
│       │       │       │ n=30) │ n=30) │       │ n=3… │ n=30) │      │       │
│ gpt-… │ json… │ hard  │ 100.… │ 100.… │     0 │ 79.… │ 100.… │ 1232 │     1 │
│       │       │       │ (100… │ (100… │       │ (64… │ (100… │      │       │
│       │       │       │ n=29) │ n=29) │       │ n=2… │ n=29) │      │       │
│ gpt-… │ json… │ simp… │ 100.… │ 100.… │     0 │ 83.… │ 100.… │  528 │       │
│       │       │       │ (100… │ (100… │       │ (70… │ (100… │      │       │
│       │       │       │ n=30) │ n=30) │       │ n=3… │ n=30) │      │       │
│ gpt-… │ json… │ nest… │ 100.… │ 100.… │     0 │ 73.… │ 100.… │  931 │       │
│       │       │       │ (100… │ (100… │       │ (57… │ (100… │      │       │
│       │       │       │ n=30) │ n=30) │       │ n=3… │ n=30) │      │       │
│ gpt-… │ json… │ hard  │ 100.… │ 100.… │     0 │ 84.… │ 100.… │ 1446 │    17 │
│       │       │       │ (100… │ (100… │       │ (65… │ (100… │      │       │
│       │       │       │ n=13) │ n=13) │       │ n=1… │ n=13) │      │       │
│ gpt-… │ prom… │ simp… │     - │     - │     0 │    - │     - │    - │    30 │
│ gpt-… │ prom… │ nest… │ 100.… │ 100.… │     0 │ 100… │ 100.… │  804 │    27 │
│       │       │       │ (100… │ (100… │       │ (10… │ (100… │      │       │
│       │       │       │  n=3) │  n=3) │       │ n=3) │  n=3) │      │       │
│ gpt-… │ prom… │ hard  │     - │     - │     0 │    - │     - │    - │    30 │
└───────┴───────┴───────┴───────┴───────┴───────┴──────┴───────┴──────┴───────┘

                              By enforcement tier                              
┌─────────────┬────────────────────┬─────────────────────┬────────────────────┐
│ tier        │      first attempt │        after repair │  semantic accuracy │
├─────────────┼────────────────────┼─────────────────────┼────────────────────┤
│ json_object │             100.0% │              100.0% │              79.5% │
│             │    (100.0%-100.0%, │     (100.0%-100.0%, │      (70.2%-88.7%, │
│             │              n=73) │               n=73) │              n=73) │
│ json_schema │             100.0% │              100.0% │              85.4% │
│             │    (100.0%-100.0%, │     (100.0%-100.0%, │      (78.1%-92.7%, │
│             │              n=89) │               n=89) │              n=89) │
│ prompt_only │             100.0% │              100.0% │             100.0% │
│             │    (100.0%-100.0%, │     (100.0%-100.0%, │    (100.0%-100.0%, │
│             │               n=3) │                n=3) │               n=3) │
└─────────────┴────────────────────┴─────────────────────┴────────────────────┘

 First-attempt failures by type  
┌─────────────┬─────────┬───────┐
│ tier        │ failure │ count │
├─────────────┼─────────┼───────┤
│ json_object │ none    │     0 │
│ json_schema │ none    │     0 │
│ prompt_only │ none    │     0 │
└─────────────┴─────────┴───────┘

                   Projected chain reliability (upper bound)                   
┌─────────────────────────┬──────────┬────────┬─────────┬──────────┬──────────┐
│ cell                    │ per call │ 1 step │ 5 steps │ 10 steps │ 50 steps │
├─────────────────────────┼──────────┼────────┼─────────┼──────────┼──────────┤
│ best: gpt-oss-120b /    │   100.0% │ 100.0% │  100.0% │   100.0% │   100.0% │
│ json_schema / simple    │          │        │         │          │          │
│ worst: gpt-oss-120b /   │   100.0% │ 100.0% │  100.0% │   100.0% │   100.0% │
│ json_schema / simple    │          │        │         │          │          │
└─────────────────────────┴──────────┴────────┴─────────┴──────────┴──────────┘

3 of 7 cells have n<30 (smallest n=3); widest interval is +/-0.0%. Around 10x 
the repeats would put every cell over the threshold. Cells sitting at 0% or 
100% show a zero-width interval, which is an artefact of the approximation 
rather than precision.

Wrote runs\openai-gpt-oss-120b.json in 576.4 min
